,Datetime,Tweet Id,Raw content,Text,Username,Reply Count,Retweet Count,Like Count,Quote Count,View Count,Hashtags,Media,Coordinates,Place
47,2017-08-27 05:04:08+00:00,901671648935469058,RT @cnnbrk: Harvey is now a tropical storm with sustained winds of 70 mph https://t.co/aWeUUozeQu https://t.co/5g79lwURgI,RT @cnnbrk: Harvey is now a tropical storm with sustained winds of 70 mph cnn.it/2wEual9 https://t.co/5g79lwURgI,tolulope_virtue,0,294,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DILNDLYVwAAiZpC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DILNDLYVwAAiZpC?format=jpg&name=orig', altText=None)]",,
48,2017-08-27 05:04:23+00:00,901671714668527616,"RT @bakersfieldnow: Harvey now classified as a tropical storm.
https://t.co/WbcF7hg6bi https://t.co/U2kqfXOdlp","RT @bakersfieldnow: Harvey now classified as a tropical storm.
bit.ly/2xmpTQC https://t.co/U2kqfXOdlp",TheGloriousSOB,0,1,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DILadOJUAAAJjmi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DILadOJUAAAJjmi?format=jpg&name=orig', altText=None)]",,
49,2017-08-27 05:18:15+00:00,901675204837068800,Looks like it’s gonna be rain ’til Wednesday. Lots. Of. Rain. 🌧 #HurricaneHarvey https://t.co/9aWWu6VjBq,Looks like it’s gonna be rain ’til Wednesday. Lots. Of. Rain. 🌧 #HurricaneHarvey https://t.co/9aWWu6VjBq,toddanglin,1,0,2,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINk0VGUwAERR-R?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINk0VGUwAERR-R?format=jpg&name=orig', altText=None)]",,
50,2017-08-27 05:18:37+00:00,901675294096060416,RT @NYDailyNews: Second victim found dead in aftermath of brutal Hurricane Harvey https://t.co/NQMMjzWmuG https://t.co/xJL4rxvikJ,RT @NYDailyNews: Second victim found dead in aftermath of brutal Hurricane Harvey nydn.us/2xBJKKM https://t.co/xJL4rxvikJ,getliquidized,0,16,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINi0Y0UQAAULCY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINi0Y0UQAAULCY?format=jpg&name=orig', altText=None)]",,
51,2017-08-27 05:18:46+00:00,901675335292514304,RT @DioceseWestTX: A letter from Bishops Reed and Brooke-Davidson re: Hurricane Harvey https://t.co/WRjtfXUIvj https://t.co/LqoxgXatLl,RT @DioceseWestTX: A letter from Bishops Reed and Brooke-Davidson re: Hurricane Harvey bit.ly/2izBfgP https://t.co/LqoxgXatLl,susnicholson,0,10,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIMrZZfV4AAJutu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMrZZfV4AAJutu?format=jpg&name=orig', altText=None)]",,
52,2017-08-27 05:20:10+00:00,901675686062166016,RT @DRex_813: Demi did her thing on the #anthem though #MayweathervMcgregor #MayweatherVsMcGregor #HurricaneHarvey https://t.co/AQOkC1sulH,RT @DRex_813: Demi did her thing on the #anthem though #MayweathervMcgregor #MayweatherVsMcGregor #HurricaneHarvey https://t.co/AQOkC1sulH,Taskmaster813,0,3,0,0,,"['anthem', 'MayweathervMcgregor', 'MayweatherVsMcGregor', 'HurricaneHarvey']","[Photo(previewUrl='https://pbs.twimg.com/media/DINUDUnW0AASn8r?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINUDUnW0AASn8r?format=jpg&name=orig', altText=None)]",,
53,2017-08-27 05:21:08+00:00,901675927414833154,How Hurricane Harvey Is Affecting Catastrophe Bonds https://t.co/LMo4usMsyJ #insurance https://t.co/aUE5zt7NE4,How Hurricane Harvey Is Affecting Catastrophe Bonds dlvr.it/PhtDlQ #insurance https://t.co/aUE5zt7NE4,deptofinsurance,0,0,0,0,,['insurance'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINlefRUQAAClEX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINlefRUQAAClEX?format=jpg&name=orig', altText=None)]",,
54,2017-08-27 05:36:44+00:00,901679854273400832,RT @Lacrymxsa_: OMG thats it! Thats the tornado 😱 https://t.co/gbeaWTaleQ,RT @Lacrymxsa_: OMG thats it! Thats the tornado 😱 https://t.co/gbeaWTaleQ,shanehansen833,0,135,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIL1Y7uU0AA0ihc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIL1Y7uU0AA0ihc?format=jpg&name=orig', altText=None)]",,
55,2017-08-27 05:52:09+00:00,901683735837462528,Two dead as Tropical Storm Harvey wreaks havoc on US Gulf Coast https://t.co/DfWE7yN6UZ https://t.co/4uzJ2levHl,Two dead as Tropical Storm Harvey wreaks havoc on US Gulf Coast dlvr.it/PhtQBV https://t.co/4uzJ2levHl,NZStuff,0,3,2,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINsk_JV4AAe75M?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINsk_JV4AAe75M?format=jpg&name=orig', altText=None)]",,
56,2017-08-27 05:52:12+00:00,901683746759475200,"Hurricane Harvey: From Kim Kardashian to 'Hamilton' creator, celebrities tweet support for Texas https://t.co/N0g4Ja4f7B https://t.co/eFGilnC5Nl","Hurricane Harvey: From Kim Kardashian to 'Hamilton' creator, celebrities tweet support for Texas 2wsb.tv/2vsxcoq https://t.co/eFGilnC5Nl",AllThingsWSB,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINsloQXkAIJkXC?format=png&name=small', fullUrl='https://pbs.twimg.com/media/DINsloQXkAIJkXC?format=png&name=orig', altText=None)]",,
57,2017-08-27 05:52:54+00:00,901683922676969472,RT @DrHubaEvaluator: Hurricane Harvey: 'People couldn't afford to leave' - BBC News https://t.co/qM6aMcTBBc https://t.co/CLLAEbCbBn,RT @DrHubaEvaluator: Hurricane Harvey: 'People couldn't afford to leave' - BBC News buff.ly/2vz4iCg https://t.co/CLLAEbCbBn,BerlinSandra78,0,4,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIMNlBBWsAEGu8P?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMNlBBWsAEGu8P?format=jpg&name=orig', altText=None)]",,
58,2017-08-27 05:53:13+00:00,901684002544910336,RT @hankgreen: This is where one of the best computer models predicts Harvey will be....six days from now. https://t.co/ZcP24tjtfX,RT @hankgreen: This is where one of the best computer models predicts Harvey will be....six days from now. https://t.co/ZcP24tjtfX,grrIstothefront,0,171,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIIA7bKV0AAxhky?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIIA7bKV0AAxhky?format=jpg&name=orig', altText=None)]",,
59,2017-08-27 05:54:50+00:00,901684409182638080,Harvey Evacuees Face Days In DFW Shelters https://t.co/6bZyeqcn6p https://t.co/eziCWEqsFj,Harvey Evacuees Face Days In DFW Shelters dallasinformer.com/225004/harvey-… https://t.co/eziCWEqsFj,Dallasinformer,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINtMM3VYAAAd1G?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINtMM3VYAAAd1G?format=jpg&name=orig', altText=None)]",,
60,2017-08-27 05:54:49+00:00,901684406665879552,Indy safety officer has tips for those with loved ones in Hurricane Harvey's path https://t.co/d835FfVI12 https://t.co/Xx68tlAhfz,Indy safety officer has tips for those with loved ones in Hurricane Harvey's path dlvr.it/PhtQWG https://t.co/Xx68tlAhfz,indystar,0,0,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINtL_ZVAAAwdR6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINtL_ZVAAAwdR6?format=jpg&name=orig', altText=None)]",,
61,2017-08-27 06:10:00+00:00,901688227647684609,#HurricaneHarvey : Storm makes landfall in central Texas; 3 dead https://t.co/97wUEKxnDS https://t.co/0QRlUFQyNd,#HurricaneHarvey : Storm makes landfall in central Texas; 3 dead mybs.in/2UY9WDg https://t.co/0QRlUFQyNd,bsindia,0,0,5,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINucuDXkAE_VIi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINucuDXkAE_VIi?format=jpg&name=orig', altText=None)]",,
62,2017-08-27 06:26:45+00:00,901692441337745408,"Welp, here is the beer menu for Hurricane Harvey Saturday night.... https://t.co/mfIECdyHYp","Welp, here is the beer menu for Hurricane Harvey Saturday night.... https://t.co/mfIECdyHYp",mbrooke_brooke,0,0,0,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN0fIsVoAEH_HM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN0fIsVoAEH_HM?format=jpg&name=orig', altText=None)]",,
63,2017-08-27 06:27:45+00:00,901692693989941248,RT @KTLA: Thousands Stuck on Cruise Ships in Gulf of Mexico After Hurricane Harvey https://t.co/KmGxUNXlEC https://t.co/1OwgQYuXYj,RT @KTLA: Thousands Stuck on Cruise Ships in Gulf of Mexico After Hurricane Harvey bit.ly/2xDgfZ6 https://t.co/1OwgQYuXYj,SemperAwesome,0,12,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINvi43W4AEKupU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINvi43W4AEKupU?format=jpg&name=orig', altText=None)]",,
64,2017-08-27 06:28:02+00:00,901692764575989760,Hurricane Harvey will be major disaster: Texas governor - BBC News #News #World #Media https://t.co/OWcTfW9AJq https://t.co/VdHiBAZm58,Hurricane Harvey will be major disaster: Texas governor - BBC News #News #World #Media socl.club/oHtPma https://t.co/VdHiBAZm58,PrMediaLink,0,0,0,0,,"['News', 'World', 'Media']","[Photo(previewUrl='https://pbs.twimg.com/media/DIN0ykdXUAApdNH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN0ykdXUAApdNH?format=jpg&name=orig', altText=None)]",,
65,2017-08-27 06:28:19+00:00,901692835698798592,#Harvey #Pasadena This is an update on the water level. https://t.co/unq8SmQJMx,#Harvey #Pasadena This is an update on the water level. https://t.co/unq8SmQJMx,Musicgurl8004,0,1,0,0,,"['Harvey', 'Pasadena']","[Photo(previewUrl='https://pbs.twimg.com/media/DIN01-7UwAENuO8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN01-7UwAENuO8?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN01-8UQAAvJGs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN01-8UQAAvJGs?format=jpg&name=orig', altText=None)]",,
66,2017-08-27 06:28:27+00:00,901692870498897920,"RT @biconnections: Believe The Meteorologists. Harvey Is Incredibly Dangerous.
https://t.co/XkWFhyhZqc https://t.co/9VoiXc4A19","RT @biconnections: Believe The Meteorologists. Harvey Is Incredibly Dangerous.
53eig.ht/2w6Xj75 https://t.co/9VoiXc4A19",BEeconCH,0,2,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIKGksqXgAAgpY8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIKGksqXgAAgpY8?format=jpg&name=orig', altText=None)]",,
67,2017-08-27 06:29:08+00:00,901693043912437760,"How Will Houston Handle the Deluge of Hurricane Harvey?
https://t.co/S7hcvagGwb https://t.co/LXWPCuo8km","How Will Houston Handle the Deluge of Hurricane Harvey?
crwd.fr/2xCA0Qx https://t.co/LXWPCuo8km",yvzegn,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN1CyPW4AA9puB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN1CyPW4AA9puB?format=jpg&name=orig', altText=None)]",,
68,2017-08-27 06:43:42+00:00,901696707951345664,RT @wusa9: Check on friends and family with Facebook's 'Safety Check' after Hurricane Harvey https://t.co/1lof6nTwvC https://t.co/xAP0xBUEga,RT @wusa9: Check on friends and family with Facebook's 'Safety Check' after Hurricane Harvey on.wusa9.com/2xDiYli https://t.co/xAP0xBUEga,MoonWolf95,0,8,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN3is8UIAEfdho?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN3is8UIAEfdho?format=jpg&name=orig', altText=None)]",,
69,2017-08-27 06:46:18+00:00,901697361541509120,House is flooded. Me &amp; cats will sleep upstairs. Still have power. Hope neighbors ok!#HurricaneHarvey please stop! https://t.co/oKHgCThWuI,House is flooded. Me &amp; cats will sleep upstairs. Still have power. Hope neighbors ok!#HurricaneHarvey please stop! https://t.co/oKHgCThWuI,mariannedyson,6,0,4,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIN4-IVXUAAeqXg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN4-IVXUAAeqXg?format=jpg&name=orig', altText=None)]",,
70,2017-08-27 07:00:18+00:00,901700886317195265,"Hurricane Harvey: Second fatality amid warnings of 'catastrophic flooding'
https://t.co/NNCmVs6Hwd https://t.co/Kfm0GITc3f","Hurricane Harvey: Second fatality amid warnings of 'catastrophic flooding'
fasttelegraph.com/politics/hurri… https://t.co/Kfm0GITc3f",FastTelegraphco,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN8LSwXgAAChxi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN8LSwXgAAChxi?format=jpg&name=orig', altText=None)]",,
71,2017-08-27 07:01:53+00:00,901701285828689920,"Steve Harvey was sitting in front of Lebron James! .@IAmSteveHarvey 
.@realDonaldTrump please RT https://t.co/Rzr5efSTOG","Steve Harvey was sitting in front of Lebron James! .@IAmSteveHarvey 
.@realDonaldTrump please RT https://t.co/Rzr5efSTOG",loganerik,0,0,2,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN8bgqV4AAnnjK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN8bgqV4AAnnjK?format=jpg&name=orig', altText=None)]",,
72,2017-08-27 07:03:34+00:00,901701705909231616,"As Houston-Area Suburbs Wait For Harvey To Blow Over, Temporary Fixes Abound https://t.co/2EXYZQvD49 https://t.co/J2NMNN9UDl","As Houston-Area Suburbs Wait For Harvey To Blow Over, Temporary Fixes Abound bit.ly/2wRtfNp https://t.co/J2NMNN9UDl",WCMUNews,0,0,0,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN87AqVAAArnLz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN87AqVAAArnLz?format=jpg&name=orig', altText=None)]",,
73,2017-08-27 07:03:54+00:00,901701789279547392,#HurricaneHarvey almost up to my door https://t.co/AaU494ZCL5,#HurricaneHarvey almost up to my door https://t.co/AaU494ZCL5,Joe_Vici,0,0,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIN86-TVwAA6zm3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN86-TVwAA6zm3?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN88WjVwAA3WM0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN88WjVwAA3WM0?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN89xBUEAAL00m?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN89xBUEAAL00m?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN8_DOUQAEQQhx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN8_DOUQAEQQhx?format=jpg&name=orig', altText=None)]",,
74,2017-08-27 07:04:00+00:00,901701816810962944,"Harvey Is Worst Tx Storm Since '61's Carla

https://t.co/MzGyeRTcxC https://t.co/KEOWxVjyC0","Harvey Is Worst Tx Storm Since '61's Carla

bit.ly/2gg1CYh https://t.co/KEOWxVjyC0",WOKVNews,0,1,0,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINn7MhXUAAloTs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINn7MhXUAAloTs?format=jpg&name=orig', altText=None)]",,
75,2017-08-27 07:16:09+00:00,901704875926544384,"RT @NickABC13: Yes, that's a Cadillac stuck in water. The driver had to be rescued. #Harvey https://t.co/c3c8lv0MQo","RT @NickABC13: Yes, that's a Cadillac stuck in water. The driver had to be rescued. #Harvey https://t.co/c3c8lv0MQo",fabulousyaya_,0,245,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIN9VrZV4AAncxW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN9VrZV4AAncxW?format=jpg&name=orig', altText=None)]",,
76,2017-08-27 07:16:52+00:00,901705055144955904,I really thought Ciara's story was gon be something about Hurricane Harvey but it was really Just... 😂 https://t.co/T1dkcKF3aS,I really thought Ciara's story was gon be something about Hurricane Harvey but it was really Just... 😂 https://t.co/T1dkcKF3aS,mercuryjeann,0,1,4,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIN_8aiV4AAau4_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN_8aiV4AAau4_?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN_8ahUQAM-KAB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN_8ahUQAM-KAB?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIN_8agUQAIc0N_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN_8agUQAIc0N_?format=jpg&name=orig', altText=None)]",,
77,2017-08-27 07:17:12+00:00,901705136782716928,"RT @NPRrussell: A few more pictures from Rockport and Fulton, Texas. Hurricane Harvey was not kind. https://t.co/Rg6T16zac2","RT @NPRrussell: A few more pictures from Rockport and Fulton, Texas. Hurricane Harvey was not kind. https://t.co/Rg6T16zac2",CaraNicAine,0,16,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIMjyO_VoAExEsx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMjyO_VoAExEsx?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIMjyO7UwAEIhST?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMjyO7UwAEIhST?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIMjyO5UQAIepMy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMjyO5UQAIepMy?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIMjyO9UMAAzRef?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMjyO9UMAAzRef?format=jpg&name=orig', altText=None)]",,
78,2017-08-27 07:17:36+00:00,901705240419938305,Please pray for my family and I we got hit hard with Hurricane Harvey https://t.co/VGAWjk7AX3,Please pray for my family and I we got hit hard with Hurricane Harvey https://t.co/VGAWjk7AX3,MrAtriox,2,5,5,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOAHPYUIAATw3S?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOAHPYUIAATw3S?format=jpg&name=orig', altText=None)]",,
79,2017-08-27 07:19:11+00:00,901705638794821632,"RT @msalgado: Because record floods just aren't enough, there's another couplet and Tor warning.  #Harvey #txwx https://t.co/91ezeQTdsO","RT @msalgado: Because record floods just aren't enough, there's another couplet and Tor warning.  #Harvey #txwx https://t.co/91ezeQTdsO",nahleenblake,0,1,0,0,,"['Harvey', 'txwx']","[Photo(previewUrl='https://pbs.twimg.com/media/DIN3IYhVoAAhRW-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIN3IYhVoAAhRW-?format=jpg&name=orig', altText=None)]",,
80,2017-08-27 07:20:03+00:00,901705856202539009,Photos: Aftermath of Hurricane Harvey https://t.co/rdNn4581OC https://t.co/gn5G9lRCMr,Photos: Aftermath of Hurricane Harvey on.kgw.com/2xDmjAQ https://t.co/gn5G9lRCMr,KGWNews,1,1,1,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOAslrWsAE0g9J?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOAslrWsAE0g9J?format=jpg&name=orig', altText=None)]",,
81,2017-08-27 07:20:04+00:00,901705858794565632,"Tornado Warning Fort Bend, Austin, Whaton , Con, Tx until 2:30 am CDTTrack it here: https://t.co/kmNNxi9WEg https://t.co/K21jr4ufHF","Tornado Warning Fort Bend, Austin, Whaton , Con, Tx until 2:30 am CDTTrack it here: goo.gl/M8v9AD https://t.co/K21jr4ufHF",OhioValleyWN,0,0,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOAstlUMAA4FYY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOAstlUMAA4FYY?format=jpg&name=orig', altText=None)]",,
82,2017-08-27 07:33:27+00:00,901709227206598656,RT @safetyphoto: Getting ready for Harvey https://t.co/VMVsVJUxs6,RT @safetyphoto: Getting ready for Harvey https://t.co/VMVsVJUxs6,mikavall,0,2,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIIiXl0XcAAB6fl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIIiXl0XcAAB6fl?format=jpg&name=orig', altText=None)]",,
83,2017-08-27 07:35:05+00:00,901709640282591232,"Hurricane Harvey drenches Texas, one storm-related death reported https://t.co/Lglv6jO2gC https://t.co/i8FKY7ziT8","Hurricane Harvey drenches Texas, one storm-related death reported bit.ly/2wIULgQ https://t.co/i8FKY7ziT8",KPLR11,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOEI3WVwAAPfPe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOEI3WVwAAPfPe?format=jpg&name=orig', altText=None)]",,
84,2017-08-27 07:50:03+00:00,901713406926888961,San Antonio News Hundreds of Harvey evacuees staying at shelters in San Antonio - WOAI https://t.co/LMFyS1iFnU https://t.co/XWrabAeHQ3,San Antonio News Hundreds of Harvey evacuees staying at shelters in San Antonio - WOAI dlvr.it/Phv7d2 https://t.co/XWrabAeHQ3,SanAntonio_NC,0,0,0,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOHkFzV4AEfbOz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOHkFzV4AEfbOz?format=jpg&name=orig', altText=None)]",,
85,2017-08-27 07:53:10+00:00,901714191324766209,Houston Hobby airport shutdown until further notice. #HurricaneHarvey https://t.co/P19GdQ7jjd,Houston Hobby airport shutdown until further notice. #HurricaneHarvey https://t.co/P19GdQ7jjd,billyweather,0,1,1,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIOIRS5XYAExX0q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOIRS5XYAExX0q?format=jpg&name=orig', altText=None)]",,
86,2017-08-27 07:54:07+00:00,901714430378917888,"Catastrophe bonds fall as Hurricane Harvey bears down on Texas.
@sonalibasak &amp; @NBuhayar report
https://t.co/xkYqjCtTmb https://t.co/6FhFTcDEtJ","Catastrophe bonds fall as Hurricane Harvey bears down on Texas.
@sonalibasak &amp; @NBuhayar report
goo.gl/3gLyjD https://t.co/6FhFTcDEtJ",bqprime,0,1,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOIaN_UwAAiG8c?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOIaN_UwAAiG8c?format=jpg&name=orig', altText=None)]",,
87,2017-08-27 08:10:48+00:00,901718625115099136,That's cause Steve Harvey did the announcing… https://t.co/wXVGg2SvN8,That's cause Steve Harvey did the announcing… https://t.co/wXVGg2SvN8,_aaronboateng,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOMRzHXUAEjrWk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOMRzHXUAEjrWk?format=jpg&name=orig', altText=None)]",,
88,2017-08-27 08:20:51+00:00,901721154955739136,"#Harvey RT @NWSHouston: Flash Flood Warning including Baytown TX, Atascocita TX, Texas City TX until 6:30 AM CDT https://t.co/6SLrjQlNay","#Harvey RT @NWSHouston: Flash Flood Warning including Baytown TX, Atascocita TX, Texas City TX until 6:30 AM CDT https://t.co/6SLrjQlNay",Muschelschloss,0,2,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIOLxN0XYAEs8of?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOLxN0XYAEs8of?format=jpg&name=orig', altText=None)]",,
89,2017-08-27 08:20:55+00:00,901721172961890304,"The hurricane ""Harvey"" in the USA: first victims and destructions - RIA Novosti, 8/27/20... https://t.co/equIpRyT4s https://t.co/rS0oZb9rKG","The hurricane ""Harvey"" in the USA: first victims and destructions - RIA Novosti, 8/27/20... newletter.us/articles/the-h… https://t.co/rS0oZb9rKG",Newletterus,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIOOoEPXUAEx8Ej?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOOoEPXUAEx8Ej?format=jpg&name=orig', altText=None)]",,
90,2017-08-27 08:42:13+00:00,901726532569268224,"RT vegasnewsnow ""Hurricane Harvey hits Texas hard https://t.co/9g3Q8OS4Pl #vegas https://t.co/7ptEGU7tGG""","RT vegasnewsnow ""Hurricane Harvey hits Texas hard dlvr.it/PhvRJh #vegas https://t.co/7ptEGU7tGG""",SEOExpertVegas,0,0,0,0,,['vegas'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIORpGTVYAAmAkn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIORpGTVYAAmAkn?format=jpg&name=orig', altText=None)]",,
91,2017-08-27 08:42:40+00:00,901726647241646083,RT @Readygov: Always use generators outside the home in properly ventilated areas. #Harvey https://t.co/mGZzQZesJo,RT @Readygov: Always use generators outside the home in properly ventilated areas. #Harvey https://t.co/mGZzQZesJo,gm2dm,0,87,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIL46IcXYAASWM3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIL46IcXYAASWM3?format=jpg&name=orig', altText='Generators should always be used outside the home.')]",,
92,2017-08-27 08:43:14+00:00,901726788736471040,#Harvey @KPRC2 @abc13houston Still standing Strong! 🙏🙌 https://t.co/IafZuQsh5p,#Harvey @KPRC2 @abc13houston Still standing Strong! 🙏🙌 https://t.co/IafZuQsh5p,LRicardoT_2,0,0,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIOTuo3VoAAcxYP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOTuo3VoAAcxYP?format=jpg&name=orig', altText=None)]",,
93,2017-08-27 08:53:15+00:00,901729310079410176,#Harvey rain total along Clear Creek near League City has reached the 2 foot mark now. #houwx #houstonflood #txwx https://t.co/uW7zZVQSOp,#Harvey rain total along Clear Creek near League City has reached the 2 foot mark now. #houwx #houstonflood #txwx https://t.co/uW7zZVQSOp,stormchas4,3,8,5,1,,"['Harvey', 'houwx', 'houstonflood', 'txwx']","[Photo(previewUrl='https://pbs.twimg.com/media/DIOV6umWAAMDlEf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIOV6umWAAMDlEf?format=jpg&name=orig', altText=None)]","Coordinates(longitude=-81.753526, latitude=38.305259)","Place(id='b8018050c8b66e62', fullName='South Charleston, WV', name='South Charleston', type='city', country='United States', countryCode='US')"
