,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Raw content,Text,Username,Reply Count,Retweet Count,Like Count,Quote Count,View Count,Hashtags,Media,Coordinates,Place,Informative/Not Informative
2753233,2753233,394548,2017-08-30 17:00:41+00:00,"9,02939139678581E+017",Escaping Your Car During a Flash Flood #HurricaneHarvey https://t.co/iv0WZ39Hqb https://t.co/Sv7xx6bve7,Escaping Your Car During a Flash Flood #HurricaneHarvey buff.ly/2vENeuy https://t.co/Sv7xx6bve7,ArmedForcesIns,0,1,1,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIfiXGoXYAAk-AW?format=png&name=small', fullUrl='https://pbs.twimg.com/media/DIfiXGoXYAAk-AW?format=png&name=orig', altText=None)]",,,0
801207,801207,190436,2017-08-26 18:42:59+00:00,"9,01515333416227E+017","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe",Gabby_P4g4nucc1,0,14635,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig', altText=None)]",,,0
107082,107082,107082,2017-08-24 22:50:14+00:00,"9,00852782005092E+017",#PortOConner already experiencing 0.64ft of storm surge well ahead of #Harvey. Gusting to 16 knots. https://t.co/rL3mF2vX3h,#PortOConner already experiencing 0.64ft of storm surge well ahead of #Harvey. Gusting to 16 knots. https://t.co/rL3mF2vX3h,StormForce_1,0,1,0,0,,"['PortOConner', 'Harvey']","[Photo(previewUrl='https://pbs.twimg.com/media/DIB40x2XsAAsdgG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIB40x2XsAAsdgG?format=jpg&name=orig', altText=None)]",,,1
2860647,2860647,501962,2017-08-30 21:35:11+00:00,"9,03008222063333E+017","RT @MichaelCiaglo: Maybe the best sunset Houston has ever seen, or needed #Harvey https://t.co/lNIuOE71hp","RT @MichaelCiaglo: Maybe the best sunset Houston has ever seen, or needed #Harvey https://t.co/lNIuOE71hp",AustinHawkins22,0,9721,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIcKeLUUMAA6rPW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIcKeLUUMAA6rPW?format=jpg&name=orig', altText=None)]",,,0
2605343,2605343,246658,2017-08-30 07:34:02+00:00,"9,02796539831058E+017",RT @YanaNaumenko2: To help the animals and their families being affected by #HurricaneHarvey Harvey https://t.co/CWIAta5FkL,RT @YanaNaumenko2: To help the animals and their families being affected by #HurricaneHarvey Harvey https://t.co/CWIAta5FkL,_ppingg,0,1907,0,0,,['HurricaneHarvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902760694768074754/pu/img/w6Zwzslp935MyqPv.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902760694768074754/pu/vid/240x240/2RZvEP9ntJ1lkKJ4.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902760694768074754/pu/vid/480x480/_s6EX3cTtS8TMU0c.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902760694768074754/pu/pl/F1OQNPFkDjivJQLP.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=45.0, views=179889, altText=None)]",,,1
2459365,2459365,100680,2017-08-30 00:53:07+00:00,"9,02695643277386E+017",RT @GMA: Sun comes out in Houston after days of torrential downpours from #Harvey: https://t.co/GNmYzbCJZO https://t.co/Ybxu3tcjNO,RT @GMA: Sun comes out in Houston after days of torrential downpours from #Harvey: abcn.ws/2vCM1EO https://t.co/Ybxu3tcjNO,BubbaTy1,0,79,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIb03jAW0AAOt-D?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIb03jAW0AAOt-D?format=jpg&name=orig', altText=None)]",,,0
1111165,1111165,500394,2017-08-27 17:29:25+00:00,"9,01859208601199E+017","RT @mrkmully: Even with a boat, it's hard to navigate Meyerland right now @HoustonChron #Harvey2017 https://t.co/lvILkXjXgV","RT @mrkmully: Even with a boat, it's hard to navigate Meyerland right now @HoustonChron #Harvey2017 https://t.co/lvILkXjXgV",gendarme02,0,426,0,0,,['Harvey2017'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIPimoZUMAAP9sz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPimoZUMAAP9sz?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIPimobUIAAvxg4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPimobUIAAvxg4?format=jpg&name=orig', altText=None)]",,,1
83719,83719,83719,2017-08-24 20:24:31+00:00,"9,00816109254869E+017","Hurricane coming to Houston? ""I NEED POP-TARTS!"" says World. #Harvey #shoppingfail https://t.co/apooMQnhY8","Hurricane coming to Houston? ""I NEED POP-TARTS!"" says World. #Harvey #shoppingfail https://t.co/apooMQnhY8",ElleViviani,1,0,1,0,,"['Harvey', 'shoppingfail']","[Photo(previewUrl='https://pbs.twimg.com/media/DIBXeFrVoAAevOr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIBXeFrVoAAevOr?format=jpg&name=orig', altText=None)]",,,0
512740,512740,512740,2017-08-26 01:28:39+00:00,"9,01255036725887E+017",RT @AmjadIsmail90: Even in a hurricane no one is taking the cowboys coolers 😂 #Harvey2017 #houstontexans https://t.co/5fgSRGTh9d,RT @AmjadIsmail90: Even in a hurricane no one is taking the cowboys coolers 😂 #Harvey2017 #houstontexans https://t.co/5fgSRGTh9d,auricursine,0,5975,0,0,,"['Harvey2017', 'houstontexans']","[Photo(previewUrl='https://pbs.twimg.com/media/DIE7qIFUQAMmW8H?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIE7qIFUQAMmW8H?format=jpg&name=orig', altText=None)]",,,0
3132652,3132652,773967,2017-08-31 18:17:00+00:00,"9,03320734407242E+017","Maps show what #Harvey's impact would look like in other U.S. states.
https://t.co/mmEulsNXQx https://t.co/8UZsMDRf3h","Maps show what #Harvey's impact would look like in other U.S. states.
sfchronicle.com/news/local/art… https://t.co/8UZsMDRf3h",sfchronicle,0,2,2,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIgBqtpUQAAwI2z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIgBqtpUQAAwI2z?format=jpg&name=orig', altText=None)]",,,0
2726563,2726563,367878,2017-08-30 15:56:53+00:00,"9,02923084524597E+017",RT @craigdport: difference of 24 hours #HurricaneHarvey https://t.co/Ku1ecNBrHJ,RT @craigdport: difference of 24 hours #HurricaneHarvey https://t.co/Ku1ecNBrHJ,_emilyisonfire,0,1,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIfFwDHVwAAdEqp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfFwDHVwAAdEqp?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIfFwCaVAAEn0wm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfFwCaVAAEn0wm?format=jpg&name=orig', altText=None)]",,,1
908160,908160,297389,2017-08-27 04:17:44+00:00,"9,01659973620568E+017","(#Luke 21:25)
#US: At least 3 dead as Hurricane #Harvey continues rampage across #Texas https://t.co/IOu5Zpd52s #EndTimes #WorldNews https://t.co/1aDnZo0pvp","(#Luke 21:25)
#US: At least 3 dead as Hurricane #Harvey continues rampage across #Texas rt.com/usa/401001-hur… #EndTimes #WorldNews https://t.co/1aDnZo0pvp",TheLastDays777,0,0,0,0,,"['Luke', 'US', 'Harvey', 'Texas', 'EndTimes', 'WorldNews']","[Photo(previewUrl='https://pbs.twimg.com/media/DINW9hgXgAAiImZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINW9hgXgAAiImZ?format=jpg&name=orig', altText=None)]",,,1
1062211,1062211,451440,2017-08-27 16:17:41+00:00,"9,01841153523319E+017","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe","RT @Eric_Howardd: Only in Houston, TX lol 😭😭😭 #HurricaneHarvey https://t.co/uLTKjkevRe",_AnitaUdo_,0,14635,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig', altText=None)]",,,0
2618223,2618223,259538,2017-08-30 09:32:23+00:00,"9,02826320043721E+017",RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj,HenryMadrid6,0,32515,0,0,,"['HarveyFlood', 'HurricaneHarvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/720x720/QZrYzuk-wfsK2TjE.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/pl/zpOtsxxH7skFq60N.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/240x240/Y9XVgJv1t742CgfH.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/902328019464765440/pu/vid/480x480/3HYSeiWE-SdjhheP.mp4', contentType='video/mp4', bitrate=832000)], duration=26.427, views=3559331, altText=None)]",,,1
2033540,2033540,262761,2017-08-29 04:05:06+00:00,"9,02381570870399E+017",VIDEO: Espectaculares rescates tras la devastación de #Harvey en #Texas https://t.co/cscs4rwny6 https://t.co/5RzjrADkNP,VIDEO: Espectaculares rescates tras la devastación de #Harvey en #Texas exp.mx/2wNBlaG https://t.co/5RzjrADkNP,ExpansionMx,0,13,12,0,,"['Harvey', 'Texas']","[Photo(previewUrl='https://pbs.twimg.com/media/DIXnQWGXoAAz5n5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIXnQWGXoAAz5n5?format=jpg&name=orig', altText=None)]",,,1
3360055,3360055,1001370,2017-09-01 18:10:12+00:00,"9,0368140948686E+017",having to go to the grocery store with my mama after #hurricaneharvey like https://t.co/7QMuQlT4qk,having to go to the grocery store with my mama after #hurricaneharvey like https://t.co/7QMuQlT4qk,chrisyxchrissy,0,0,0,0,,['hurricaneharvey'],"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DIqFcozVAAA22EF.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DIqFcozVAAA22EF.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,0
1555177,1555177,363754,2017-08-28 07:26:20+00:00,"9,02069823944851E+017","RT @ALT_uscis: Mexico just released a statement about #Harvey .
The adult neighbors! https://t.co/wVyxVnWAwx","RT @ALT_uscis: Mexico just released a statement about #Harvey .
The adult neighbors! https://t.co/wVyxVnWAwx",ricball,0,3079,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIREpqSXgAA_YxU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIREpqSXgAA_YxU?format=jpg&name=orig', altText=None)]",,,0
1018927,1018927,408156,2017-08-27 15:01:39+00:00,"9,01822020769288E+017",RT @AaronGarthSmith: Ray of sunshine on a dark morning in #Houston. #Houstonflood #Harvey https://t.co/BLFjA0Vct1,RT @AaronGarthSmith: Ray of sunshine on a dark morning in #Houston. #Houstonflood #Harvey https://t.co/BLFjA0Vct1,Aprylsmithts,0,49,0,0,,"['Houston', 'Houstonflood', 'Harvey']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901810835403583488/pu/img/7gRlKcJFBUZJrERF.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901810835403583488/pu/pl/PFD7vMJ2y_gvcm7x.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/901810835403583488/pu/vid/640x360/CnlQnLLOGDg1S2gm.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901810835403583488/pu/vid/320x180/MlCdjC3UZC33u3YJ.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901810835403583488/pu/vid/1280x720/d1D1BTuIxTCeGtV0.mp4', contentType='video/mp4', bitrate=2176000)], duration=140.027, views=11395, altText=None)]",,,1
164080,164080,164080,2017-08-25 05:05:04+00:00,"9,00947111570678E+017",RT @USATODAY: #HurricaneHarvey 'Flooding disaster' possible as storm stalls over Texas https://t.co/0yMu4sy567 https://t.co/SSbiEweDgR,RT @USATODAY: #HurricaneHarvey 'Flooding disaster' possible as storm stalls over Texas usat.ly/2iuB4Dd https://t.co/SSbiEweDgR,Triszam,0,365,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIBoyTpUIAAJHJG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIBoyTpUIAAJHJG?format=jpg&name=orig', altText=None)]",,,0
1605408,1605408,413985,2017-08-28 12:31:24+00:00,"9,02146596741231E+017",RT @GMA: Before and after shows the rainfall and devastation in Houston. #Harvey https://t.co/sE5sZm6gGr,RT @GMA: Before and after shows the rainfall and devastation in Houston. #Harvey https://t.co/sE5sZm6gGr,s_lubieniecka,0,196,0,0,,['Harvey'],"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DIUK4IjVAAADyBu.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DIUK4IjVAAADyBu.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,1
3140686,3140686,782001,2017-08-31 18:47:04+00:00,"9,03328302483558E+017",RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2,RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2,kyleatarby,0,1332,0,0,,"['HappyHippiesForHouston', 'BringHopeToHouston', 'hurricaneharvey', 'HH4HH']","[Photo(previewUrl='https://pbs.twimg.com/media/DIk_yLQUEAAvZ15?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIk_yLQUEAAvZ15?format=jpg&name=orig', altText=None)]",,,0
1506101,1506101,314678,2017-08-28 04:00:50+00:00,"9,0201810939299E+017",RT @Therealdang3r: This the most funniest shit I seen all morning 😂😂😂😂‼️ #HurricaneHarvey #Greenspoint https://t.co/KNIPdDWVd1,RT @Therealdang3r: This the most funniest shit I seen all morning 😂😂😂😂‼️ #HurricaneHarvey #Greenspoint https://t.co/KNIPdDWVd1,BIGGLEAUX,0,11030,0,0,,"['HurricaneHarvey', 'Greenspoint']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901815566813487107/pu/img/mVqb3CbcCJr80VDW.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/vid/480x480/NH1iQtR6970Hx69z.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/vid/240x240/EHfmAWuH6DF1bDoW.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/pl/gBWcmsXWRVTFmw0l.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=12.733, views=982791, altText=None)]",,,0
1141154,1141154,530383,2017-08-27 18:13:04+00:00,"9,01870194531996E+017",RT @ErickFernandez: Here's the severity of what's going in Houston. #HoustonFlood https://t.co/VcNDwBg9Uk,RT @ErickFernandez: Here's the severity of what's going in Houston. #HoustonFlood https://t.co/VcNDwBg9Uk,JFluffyW,0,2611,0,0,,['HoustonFlood'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIPTSw8XoAADjc7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPTSw8XoAADjc7?format=jpg&name=orig', altText=None)]",,,1
1094664,1094664,483893,2017-08-27 17:05:32+00:00,"9,01853198167794E+017",RT @Therealdang3r: This the most funniest shit I seen all morning 😂😂😂😂‼️ #HurricaneHarvey #Greenspoint https://t.co/KNIPdDWVd1,RT @Therealdang3r: This the most funniest shit I seen all morning 😂😂😂😂‼️ #HurricaneHarvey #Greenspoint https://t.co/KNIPdDWVd1,nethrakaushik,0,11030,0,0,,"['HurricaneHarvey', 'Greenspoint']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/901815566813487107/pu/img/mVqb3CbcCJr80VDW.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/vid/480x480/NH1iQtR6970Hx69z.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/vid/240x240/EHfmAWuH6DF1bDoW.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/901815566813487107/pu/pl/gBWcmsXWRVTFmw0l.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=12.733, views=982791, altText=None)]",,,0
2754693,2754693,396008,2017-08-30 17:04:06+00:00,"9,02939999062123E+017",Thousands rescued in Texas in wake of #Harvey. Watch: https://t.co/iY6qZ5VvMY https://t.co/SInWtuJWNf,Thousands rescued in Texas in wake of #Harvey. Watch: strib.mn/2vKg7Wh https://t.co/SInWtuJWNf,StribMultimedia,0,0,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIfjJKbXoAEJpNG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfjJKbXoAEJpNG?format=jpg&name=orig', altText=None)]",,,1
3261903,3261903,903218,2017-09-01 03:22:41+00:00,"9,03458060693377E+017",RT @GOP: .@POTUS pledged $1 million personal donation to help the victims of #HurricaneHarvey. https://t.co/fO4k7OJZZU,RT @GOP: .@POTUS pledged $1 million personal donation to help the victims of #HurricaneHarvey. https://t.co/fO4k7OJZZU,josearley62,0,1912,0,0,,['HurricaneHarvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/media/DIlRwTeVAAAVlvF.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/903343014222872576/vid/320x180/qY8nNgUJo3Jqs2Im.mp4', contentType='video/mp4', bitrate=320000), VideoVariant(url='https://video.twimg.com/amplify_video/903343014222872576/vid/1280x720/1-vpun-p_usey47k.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/amplify_video/903343014222872576/vid/640x360/Cw6E5B-i4FvDDJpk.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/903343014222872576/pl/EvB-Hppyj9td9sqN.m3u8', contentType='application/x-mpegURL', bitrate=None)], duration=40.307, views=166419, altText=None)]",,,0
1419315,1419315,227892,2017-08-28 01:04:54+00:00,"9,0197383573753E+017",RT @NWSWPC: Flood threat spreading farther east in Louisiana. Stay vigilant. #Harvey https://t.co/Yw6v1choz3,RT @NWSWPC: Flood threat spreading farther east in Louisiana. Stay vigilant. #Harvey https://t.co/Yw6v1choz3,mstepczyk,0,572,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIRPUY8WAAAEiFt?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIRPUY8WAAAEiFt?format=jpg&name=orig', altText=None)]",,,0
773819,773819,163048,2017-08-26 17:08:28+00:00,"9,01491548956873E+017","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N",xcvoc,0,11922,0,0,,['hurricaneharvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/784085228826533888/pu/img/NL3bqEm6ctLXsrNw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/pl/x6yliP5Ard_W9Arm.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/vid/318x180/WqMNWQGiFLtvBkNN.mp4', contentType='video/mp4', bitrate=320000)], duration=85.533, views=1575028, altText=None)]",,,0
3136260,3136260,777575,2017-08-31 18:30:08+00:00,"9,03324040412221E+017",RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2,RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2,hadadreamv,0,1332,0,0,,"['HappyHippiesForHouston', 'BringHopeToHouston', 'hurricaneharvey', 'HH4HH']","[Photo(previewUrl='https://pbs.twimg.com/media/DIk_yLQUEAAvZ15?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIk_yLQUEAAvZ15?format=jpg&name=orig', altText=None)]",,,0
1759913,1759913,568490,2017-08-28 18:01:37+00:00,"9,02229699748798E+017",RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,StraightDarrell,0,7207,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIQmzPZWsAIew84?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIQmzPZWsAIew84?format=jpg&name=orig', altText=None)]",,,1
474011,474011,474011,2017-08-26 00:20:33+00:00,"9,01237895071248E+017","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N","RT @dariusherron1: The differences in damage a category 1, 2, 3, 4, &amp; 5 hurricane can cause.  #hurricaneharvey

 https://t.co/sDP76piZ8N",mazirativentura,0,11922,0,0,,['hurricaneharvey'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/784085228826533888/pu/img/NL3bqEm6ctLXsrNw.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/pl/x6yliP5Ard_W9Arm.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/784085228826533888/pu/vid/318x180/WqMNWQGiFLtvBkNN.mp4', contentType='video/mp4', bitrate=320000)], duration=85.533, views=1575028, altText=None)]",,,0
1602282,1602282,410859,2017-08-28 12:20:41+00:00,"9,02143899187257E+017",RT @wsbtv: Before and after shows the rainfall and devastation in Houston. #Harvey https://t.co/KPrOoSEOLO,RT @wsbtv: Before and after shows the rainfall and devastation in Houston. #Harvey https://t.co/KPrOoSEOLO,jondknight,0,8,0,0,,['Harvey'],"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DIUOb_jXYAAIeVB.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DIUOb_jXYAAIeVB.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,1
1484050,1484050,292627,2017-08-28 03:09:09+00:00,"9,02005101866439E+017",RT @NOAA: .@FEMA has a resource page for #Harvey information and #safety tips. Go to https://t.co/POmFLBvLtS https://t.co/uRZDEP4SCC,RT @NOAA: .@FEMA has a resource page for #Harvey information and #safety tips. Go to fema.gov/hurricane-harv… https://t.co/uRZDEP4SCC,JamesWillinghan,0,435,0,0,,"['Harvey', 'safety']","[Photo(previewUrl='https://pbs.twimg.com/media/DIR3G_6XgAADSLH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIR3G_6XgAADSLH?format=jpg&name=orig', altText=None)]",,,0
2734556,2734556,375871,2017-08-30 16:15:06+00:00,"9,02927670756958E+017","The remnants of #Harvey move our way Friday PM to Saturday PM!  An average of 1-3"" of rain across the region. #OHwx #KYwx #WVwx #weather https://t.co/7byApLE7WU","The remnants of #Harvey move our way Friday PM to Saturday PM!  An average of 1-3"" of rain across the region. #OHwx #KYwx #WVwx #weather https://t.co/7byApLE7WU",JoshFitzWx,1,3,1,0,,"['Harvey', 'OHwx', 'KYwx', 'WVwx', 'weather']","[Photo(previewUrl='https://pbs.twimg.com/media/DIfX6enWsAAA03x?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfX6enWsAAA03x?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIfX6eaXkAAY9ze?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIfX6eaXkAAY9ze?format=jpg&name=orig', altText=None)]",,,0
841122,841122,230351,2017-08-26 21:37:42+00:00,"9,01559302095339E+017",Una persona muerta en la ciudad de #Rockport y entre 12 y 14 heridos deja hasta el momento el huracán #Harvey a su paso por #Texas. #26Ago https://t.co/92KFnytbNn,Una persona muerta en la ciudad de #Rockport y entre 12 y 14 heridos deja hasta el momento el huracán #Harvey a su paso por #Texas. #26Ago https://t.co/92KFnytbNn,bacu29,0,3,1,0,,"['Rockport', 'Harvey', 'Texas', '26Ago']","[Photo(previewUrl='https://pbs.twimg.com/media/DIL7ZzLWsAAujT1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIL7ZzLWsAAujT1?format=jpg&name=orig', altText=None)]",,,1
975914,975914,365143,2017-08-27 13:36:49+00:00,"9,01800672756158E+017",RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M,RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M,Matty6750,0,3302,0,0,,"['Houston', 'houstonflood']","[Photo(previewUrl='https://pbs.twimg.com/media/DIPQKSKWAAA-mTO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPQKSKWAAA-mTO?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DIPQKSCW4AAeJk8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIPQKSCW4AAeJk8?format=jpg&name=orig', altText=None)]",,,1
49444,49444,49444,2017-08-24 16:31:49+00:00,"9,00757549376524E+017",RT @JohnHonore: Predicted power outages from UMICH/OHIOState/TEXASA&amp;M #Harvey https://t.co/SUWMEjtyzq,RT @JohnHonore: Predicted power outages from UMICH/OHIOState/TEXASA&amp;M #Harvey https://t.co/SUWMEjtyzq,PerrineWinery,0,63,0,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIAWQgCUQAIISWa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIAWQgCUQAIISWa?format=jpg&name=orig', altText=None)]",,,0
