Column1;Unnamed: 0;Unnamed: 0.1;Datetime;Tweet Id;Raw content;Text;Username;Reply Count;Retweet Count;Like Count;Quote Count;View Count;Hashtags;Media;Coordinates;Place;Informative/Not informative
2571302;2571302;212617;30/08/2017 06:39;9,02753E+17;RT @mccauley318: Trae Tha Truth out here in a boat rescuing people. #Respect #HoustonFlood https://t.co/fjLFzmQOos;RT @mccauley318: Trae Tha Truth out here in a boat rescuing people. #Respect #HoustonFlood https://t.co/fjLFzmQOos;K_GOOD14;0;5722;0;0;;['Respect', 'HoustonFlood'];https://pbs.twimg.com/media/DIaeZyZVoAAsT9z?format=jpg&name=orig;;;1
3372539;3372539;1013854;01/09/2017 21:21;9,03699E+17;Foto de @PAMELASILVA entrevistando a personas afectadas por el huracán #Harvey. @PrimerImpacto ?? https://t.co/7zfSV42DTd;Foto de @PAMELASILVA entrevistando a personas afectadas por el huracán #Harvey. @PrimerImpacto ?? https://t.co/7zfSV42DTd;teampamelasilva;0;0;4;0;;['Harvey'];https://pbs.twimg.com/media/DIqVtlfUQAAkKbg?format=jpg&name=orig;;;1
844114;844114;233343;26/08/2017 23:51;9,01563E+17;#Ahora  Caravanas y trailers en Rockport,#Texas quedaron destruidas tras el paso de #Harvey https://t.co/0wSpeTPgxD via @UniNoticias;#Ahora  Caravanas y trailers en Rockport,#Texas quedaron destruidas tras el paso de #Harvey https://t.co/0wSpeTPgxD via @UniNoticias;Onit44;0;2;1;0;;['Ahora', 'Texas', 'Harvey'];https://pbs.twimg.com/amplify_video_thumb/901557859976196098/img/JO3wH69ZZSxdNCE7.jpg;;;1
1851029;1851029;80250;28/08/2017 23:02;9,02275E+17;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;JBANKSFL;0;22326;0;0;;['Harvey'];https://pbs.twimg.com/ext_tw_video_thumb/901912174741692416/pu/img/urf9QiRhhF8oDOKP.jpg;;;0
2144777;2144777;373998;29/08/2017 16:04;9,02532E+17;RT @atousa94: Help needed in #kingwood #Harvey @CajunArmy https://t.co/jnBhG1Woqs;RT @atousa94: Help needed in #kingwood #Harvey @CajunArmy https://t.co/jnBhG1Woqs;HFRRF1;0;2;0;0;;['kingwood', 'Harvey'];https://pbs.twimg.com/media/DIZvIyRVoAA2SnD?format=jpg&name=orig;;;1
650110;650110;39339;26/08/2017 09:07;9,0134E+17;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;Avocaaro;0;14635;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig;;;0
746616;746616;135845;26/08/2017 17:38;9,01469E+17;RT @ScottNoll_KHOU: Highway 35 flooded across all four lanes leading into Palacios. #KHOU11 #HurricaneHarvey https://t.co/hqtHgv0qf6;RT @ScottNoll_KHOU: Highway 35 flooded across all four lanes leading into Palacios. #KHOU11 #HurricaneHarvey https://t.co/hqtHgv0qf6;Jrenee60193868;0;47;0;0;;['KHOU11', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIKl3NmUQAAjJVW?format=jpg&name=orig;;;1
3222832;3222832;864147;01/09/2017 02:08;9,03409E+17;RT @michaelkeyes: Redneck Army saves National Guard. #thisisAmerica #HurricaneHarvey #HoustonStrong https://t.co/9gZS493ZeQ;RT @michaelkeyes: Redneck Army saves National Guard. #thisisAmerica #HurricaneHarvey #HoustonStrong https://t.co/9gZS493ZeQ;TeaWald;0;12762;0;0;;['thisisAmerica', 'HurricaneHarvey', 'HoustonStrong'];https://pbs.twimg.com/ext_tw_video_thumb/903220429623443456/pu/img/q7JKx3mpVoH-VGd1.jpg;;;0
1576218;1576218;384795;28/08/2017 12:28;9,02116E+17;#Harvey continúa como tormenta tropical afectando Texas. Debe salir al Golfo de México e impactar nuevamente porciones de ese estado. https://t.co/nAvkzA2plu;#Harvey continúa como tormenta tropical afectando Texas. Debe salir al Golfo de México e impactar nuevamente porciones de ese estado. https://t.co/nAvkzA2plu;aorengo;0;0;1;0;;['Harvey'];https://pbs.twimg.com/media/DIT1d-MVYAAfvVW?format=jpg&name=orig;;;1
967676;967676;356905;27/08/2017 15:14;9,01795E+17;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;MikeGamble;0;12551;0;0;;['HoustonFlood', 'Harvey'];https://pbs.twimg.com/media/DIPGDpPXYAUfz4A?format=jpg&name=orig;;;1
111018;111018;111018;25/08/2017 01:14;9,00859E+17;#VIAalert VIA service is currently operating on regular schedule. We are monitoring #HurricaneHarvey. Please check back for updates. https://t.co/Lg0NCDiuIo;#VIAalert VIA service is currently operating on regular schedule. We are monitoring #HurricaneHarvey. Please check back for updates. https://t.co/Lg0NCDiuIo;VIA_Transit;0;5;4;1;;['VIAalert', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIB-a9SUAAA2LDm?format=jpg&name=orig;Coordinates(longitude=-98.778559, latitude=29.141956);Place(id='3df4f427b5a60fea', fullName='San Antonio, TX', name='San Antonio', type='city', country='United States', countryCode='US');1
1218209;1218209;26786;27/08/2017 22:03;9,01898E+17;RT @FOX4: Here's what I-610 looks like in Houston this morning. #Harvey https://t.co/c8pwOJL01s;RT @FOX4: Here's what I-610 looks like in Houston this morning. #Harvey https://t.co/c8pwOJL01s;rghall12;0;2726;0;0;;['Harvey'];https://pbs.twimg.com/media/DIPIXebUwAIm5oA?format=jpg&name=orig;;;1
2208015;2208015;437236;29/08/2017 18:36;9,02571E+17;RT @houstonpolice: We are at the George R Brown helping citizens displaced by #HurricaneHarvey #HoustonStrong https://t.co/TvwA9UoSeN;RT @houstonpolice: We are at the George R Brown helping citizens displaced by #HurricaneHarvey #HoustonStrong https://t.co/TvwA9UoSeN;sherrysue66;0;159;0;0;;['HurricaneHarvey', 'HoustonStrong'];https://pbs.twimg.com/media/DIZ4XvxUMAAhcdc?format=jpg&name=orig;;;1
1848013;1848013;77234;28/08/2017 22:56;9,02274E+17;RT @WCraigFugate: @NationalVOAD - how to help the Survivors of #Harvey   https://t.co/uo7C2q7QRS #TXwx #HOUwx https://t.co/t7eNwVneDD;RT @WCraigFugate: @NationalVOAD - how to help the Survivors of #Harvey   nvoad.org/hurricane-harv… #TXwx #HOUwx https://t.co/t7eNwVneDD;NationalVOAD;0;4;0;0;;['Harvey', 'TXwx', 'HOUwx'];https://pbs.twimg.com/media/DIWFKilW0AAduKZ?format=jpg&name=orig;;;1
372743;372743;372743;25/08/2017 23:34;9,01196E+17;"#HurricaneHarvey 
https://t.co/jkPPHLUl2A https://t.co/npgPqfwaTa";"#HurricaneHarvey 
twitter.com/NASA/status/90… https://t.co/npgPqfwaTa";muratbahcivan;0;0;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIGxKVpXkAAAsDo?format=jpg&name=orig;;;0
29164;29164;29164;24/08/2017 09:39;9,00624E+17;RT @weatherchannel: A disaster has been declared for 30 Texas counties ahead of #Harvey: https://t.co/uxRaElQt5o https://t.co/v9mUqfFrZ7;RT @weatherchannel: A disaster has been declared for 30 Texas counties ahead of #Harvey: wxch.nl/2vZU7ds https://t.co/v9mUqfFrZ7;Mattie291;0;157;0;0;;['Harvey'];https://pbs.twimg.com/media/DH9GtivVwAAlLXV?format=jpg&name=orig;;;1
3196515;3196515;837830;01/09/2017 00:09;9,03379E+17;RT @MichaelCiaglo: Maybe the best sunset Houston has ever seen, or needed #Harvey https://t.co/lNIuOE71hp;RT @MichaelCiaglo: Maybe the best sunset Houston has ever seen, or needed #Harvey https://t.co/lNIuOE71hp;LeighBell18;0;9720;0;0;;['Harvey'];https://pbs.twimg.com/media/DIcKeLUUMAA6rPW?format=jpg&name=orig;;;0
753625;753625;142854;26/08/2017 18:01;9,01475E+17;Severe Weather Planning kit #propertymanagement #hurricanesafety #HurricaneHarvey  https://t.co/Y2dQtTJ4Ch https://t.co/r9TsQMSjZJ;Severe Weather Planning kit #propertymanagement #hurricanesafety #HurricaneHarvey  bit.ly/2vG2MQi https://t.co/r9TsQMSjZJ;AXA_XL;0;0;1;0;;['propertymanagement', 'hurricanesafety', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIKudRMXYAAmTGb?format=jpg&name=orig;;;0
2943587;2943587;584902;31/08/2017 03:46;9,03071E+17;"RT @webcamsdemexico: Así la inundación en un hogar de ancianos en Port Arthur #Texas. Video @CBSEveningNews
#Harvey  https://t.co/czlVfHee4a";"RT @webcamsdemexico: Así la inundación en un hogar de ancianos en Port Arthur #Texas. Video @CBSEveningNews
#Harvey  https://t.co/czlVfHee4a";EliArroyo4;0;42;0;0;;['Texas', 'Harvey'];https://pbs.twimg.com/amplify_video_thumb/902984461511385092/img/xTBPo6NCiyjdLEJy.jpg;;;1
3094770;3094770;736085;31/08/2017 18:03;9,03287E+17;RT @ayooallan: WHEN UR FORCED TO BE AT HOME WITH YOUR SIBLINGS DURING #HARVEY https://t.co/uE7J9PW3L3;RT @ayooallan: WHEN UR FORCED TO BE AT HOME WITH YOUR SIBLINGS DURING #HARVEY https://t.co/uE7J9PW3L3;caro__mendoza;0;2457;0;0;;['HARVEY'];https://pbs.twimg.com/ext_tw_video_thumb/903109845070487552/pu/img/A-obMgdqlGSY3JzO.jpg;;;0
1237845;1237845;46422;27/08/2017 22:32;9,01905E+17;RT @DeMarcoReports: #HurricaneHarvey https://t.co/3IGPH7mqvt;RT @DeMarcoReports: #HurricaneHarvey https://t.co/3IGPH7mqvt;MargaretAnnOnTV;0;10;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/901828222400118784/pu/img/-3POCXGY7F9N59YZ.jpg;;;1
1427;1427;1427;19/08/2017 16:58;8,98922E+17;Our planet right now https://t.co/px3jS0WXmN)// #Harvey a un lado de #Venezuela dirección a #Mexico @doragranadillo https://t.co/gYL6IhENeO;Our planet right now bit.ly/LivingEarth)// #Harvey a un lado de #Venezuela dirección a #Mexico @doragranadillo https://t.co/gYL6IhENeO;alexbojalil;1;1;1;1;;['Harvey', 'Venezuela', 'Mexico'];https://pbs.twimg.com/media/DHmc_BUUMAU8DxX?format=jpg&name=orig;;;1
2541917;2541917;183232;30/08/2017 05:29;9,02735E+17;RT @KPRC2: What can #FEMA do for #Harvey #HoustonFlood victims? https://t.co/OO2q5MaCPE https://t.co/75Y3DQQmdY;RT @KPRC2: What can #FEMA do for #Harvey #HoustonFlood victims? bit.ly/2iFEXFB?utm_me… https://t.co/75Y3DQQmdY;pondo77;0;46;0;0;;['FEMA', 'Harvey', 'HoustonFlood'];https://pbs.twimg.com/media/DIcn9ueWsAA5qir?format=jpg&name=orig;;;0
15309;15309;15309;23/08/2017 18:13;9,00391E+17;RT @conagua_clima: Depresión Tropical #Harvey https://t.co/E9W3j4kgPe;RT @conagua_clima: Depresión Tropical #Harvey https://t.co/E9W3j4kgPe;ConaguaOCB;0;35;0;0;;['Harvey'];https://pbs.twimg.com/media/DH7SpYWUQAEai_R?format=jpg&name=orig;;;1
3118543;3118543;759858;31/08/2017 19:27;9,03308E+17;RT @michaelkeyes: Redneck Army saves National Guard. #thisisAmerica #HurricaneHarvey #HoustonStrong https://t.co/9gZS493ZeQ;RT @michaelkeyes: Redneck Army saves National Guard. #thisisAmerica #HurricaneHarvey #HoustonStrong https://t.co/9gZS493ZeQ;wolfbabes;0;12762;0;0;;['thisisAmerica', 'HurricaneHarvey', 'HoustonStrong'];https://pbs.twimg.com/ext_tw_video_thumb/903220429623443456/pu/img/q7JKx3mpVoH-VGd1.jpg;;;0
1729679;1729679;538256;28/08/2017 19:01;9,02215E+17;"RT @ElVenezolanoP: 30.000 personas necesitan refugio tras el paso de #Harvey Houston
https://t.co/fTVmooAnzC https://t.co/YzLUoGLE89";"RT @ElVenezolanoP: 30.000 personas necesitan refugio tras el paso de #Harvey Houston
bit.ly/2gjhoSc https://t.co/YzLUoGLE89";ThaisVyA;0;1;0;0;;['Harvey'];https://pbs.twimg.com/media/DIUl0hpUwAAg2p0?format=jpg&name=orig;;;1
2029445;2029445;258666;29/08/2017 05:53;9,02379E+17;RT @ShesLikeTexas15: Buc-ee's this is amazing! #Harvey  #HoustonStrong https://t.co/audHz5c7eO;RT @ShesLikeTexas15: Buc-ee's this is amazing! #Harvey  #HoustonStrong https://t.co/audHz5c7eO;penguinponders;0;58;0;0;;['Harvey', 'HoustonStrong'];https://pbs.twimg.com/media/DIXe_lqVAAI0KoO?format=jpg&name=orig;;;0
600249;600249;600249;26/08/2017 06:05;9,01295E+17;RT @wxbrad: That's the strongest looking hurricane on satellite I have ever seen at #Landfall in the U.S. #Harvey https://t.co/XKDaRM2DrG;RT @wxbrad: That's the strongest looking hurricane on satellite I have ever seen at #Landfall in the U.S. #Harvey https://t.co/XKDaRM2DrG;heimdalsg4te;0;5619;0;0;;['Landfall', 'Harvey'];https://pbs.twimg.com/tweet_video_thumb/DIHXmFOUQAAPr-b.jpg;;;1
1673337;1673337;481914;28/08/2017 17:16;9,02188E+17;RT @DoxakisJohn: Glad @DoxakisJacob and @DeanDoxakisNPA could join the Cajun navy! #savinglives #houstonflood https://t.co/FUfuQ1Iw82;RT @DoxakisJohn: Glad @DoxakisJacob and @DeanDoxakisNPA could join the Cajun navy! #savinglives #houstonflood https://t.co/FUfuQ1Iw82;GhostOfQC44;0;13;0;0;;['savinglives', 'houstonflood'];https://pbs.twimg.com/media/DIRY3ZcUMAAX8V9?format=jpg&name=orig;;;0
1983350;1983350;212571;29/08/2017 03:57;9,02349E+17;RT @5stahg: LMAO ?? #HurricaneHarvey #HoustonStrong #HarveyFlood #HarveyStorm https://t.co/0U6gZgBUD8;RT @5stahg: LMAO ?? #HurricaneHarvey #HoustonStrong #HarveyFlood #HarveyStorm https://t.co/0U6gZgBUD8;austinnevins;0;965;0;0;;['HurricaneHarvey', 'HoustonStrong', 'HarveyFlood', 'HarveyStorm'];https://pbs.twimg.com/ext_tw_video_thumb/902324675513991168/pu/img/GbaQMY2Oayo4EPTI.jpg;;;1
1716914;1716914;525491;28/08/2017 18:37;9,02209E+17;RT @GrooganFox26: Crazy weather=critter craziness. Got this pic from Cinco Ranch. #Fox26 #stormcoverage #Harvey https://t.co/ba0z4w11Xp;RT @GrooganFox26: Crazy weather=critter craziness. Got this pic from Cinco Ranch. #Fox26 #stormcoverage #Harvey https://t.co/ba0z4w11Xp;TMId_;0;489;0;0;;['Fox26', 'stormcoverage', 'Harvey'];https://pbs.twimg.com/media/DILPF76VYAEO9DX?format=jpg&name=orig;;;0
461026;461026;461026;26/08/2017 02:00;9,01233E+17;"RT @HerzogWeather: To think just 48 hours ago #Harvey was a 35 mph tropical depression.

Now 130 mph - cat 4. https://t.co/163bBXgXzm";"RT @HerzogWeather: To think just 48 hours ago #Harvey was a 35 mph tropical depression.

Now 130 mph - cat 4. https://t.co/163bBXgXzm";Flavs91;0;442;0;0;;['Harvey'];https://pbs.twimg.com/tweet_video_thumb/DIHIsxiVoAAV3m6.jpg;;;1
3339664;3339664;980979;01/09/2017 18:10;9,03651E+17;RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2;RT @MileyCyrus: #HappyHippiesForHouston #BringHopeToHouston #hurricaneharvey #HH4HH https://t.co/5ka6cB2jp2;sstantholland;0;1332;0;0;;['HappyHippiesForHouston', 'BringHopeToHouston', 'hurricaneharvey', 'HH4HH'];https://pbs.twimg.com/media/DIk_yLQUEAAvZ15?format=jpg&name=orig;;;0
600314;600314;600314;26/08/2017 06:05;9,01295E+17;RT @pilo7ruiz: Anything for Selenas #Harvey2017 https://t.co/PzmMv63lfR;RT @pilo7ruiz: Anything for Selenas #Harvey2017 https://t.co/PzmMv63lfR;thtshthrtd;0;1190;0;0;;['Harvey2017'];https://pbs.twimg.com/media/DIC17PEVYAA2dGS?format=jpg&name=orig;;;0
1561834;1561834;370411;28/08/2017 10:27;9,02085E+17;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;AlisonInArcadia;0;12550;0;0;;['HoustonFlood', 'Harvey'];https://pbs.twimg.com/media/DIPGDpPXYAUfz4A?format=jpg&name=orig;;;1
814962;814962;204191;26/08/2017 21:40;9,0153E+17;RT @joshdcaplan: EYEWITNESS: @Whataburger drive-thru in Goliad, Texas flipped on its end #HurricaneHarvey https://t.co/YFjdRHVFc6;RT @joshdcaplan: EYEWITNESS: @Whataburger drive-thru in Goliad, Texas flipped on its end #HurricaneHarvey https://t.co/YFjdRHVFc6;cl2995;0;2;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DILYPGqXoAAhpul?format=jpg&name=orig;;;1
3242538;3242538;883853;01/09/2017 03:41;9,03433E+17;"RT @FoxNews: .@GregAbbott_TX: ""I am declaring this Sunday, September 3rd, a day of prayer in Texas."" #Harvey https://t.co/SehXKCgAP3";"RT @FoxNews: .@GregAbbott_TX: ""I am declaring this Sunday, September 3rd, a day of prayer in Texas."" #Harvey https://t.co/SehXKCgAP3";58163;0;282;0;0;;['Harvey'];https://pbs.twimg.com/amplify_video_thumb/903309668445032448/img/3btvFNWCGTCHhbg-.jpg;;;0
2505480;2505480;146795;30/08/2017 04:19;9,02717E+17;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;Clos_1225;0;32515;0;0;;['HarveyFlood', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg;;;1
128909;128909;128909;25/08/2017 03:13;9,00889E+17;You're comes #HurricaneHarvey! You know it's real when the net is activated! #ham #amateurradio #KE5ZJO https://t.co/xVjnGadpci https://t.co/K4ObChbP3F;You're comes #HurricaneHarvey! You know it's real when the net is activated! #ham #amateurradio #KE5ZJO ift.tt/2iuTFPw https://t.co/K4ObChbP3F;Wirelessnerd;0;2;5;0;;['HurricaneHarvey', 'ham', 'amateurradio', 'KE5ZJO'];https://pbs.twimg.com/media/DICZtkMXcAAcVyD?format=jpg&name=orig;;;1
545404;545404;545404;26/08/2017 04:25;9,01269E+17;RT @deolhonotempo: AO VIVO – #Furacão #Harvey, #Texas, #EstadosUnidos (Live Stream TV News) https://t.co/SGFBL04zjA https://t.co/9Ced1foYOP;RT @deolhonotempo: AO VIVO – #Furacão #Harvey, #Texas, #EstadosUnidos (Live Stream TV News) goo.gl/5uH1LJ https://t.co/9Ced1foYOP;Ageremia;0;2;0;0;;['Furacão', 'Harvey', 'Texas', 'EstadosUnidos'];https://pbs.twimg.com/tweet_video_thumb/DIHkPicUAAAln0_.jpg;;;1
2467811;2467811;109126;30/08/2017 03:08;9,027E+17;RT @Variety: Sandra Bullock donates $1 million to #HurricaneHarvey relief https://t.co/r6dOJlDzLG https://t.co/NOp0lDO0mu;RT @Variety: Sandra Bullock donates $1 million to #HurricaneHarvey relief bit.ly/2wmGRhm https://t.co/NOp0lDO0mu;sarahshadee;0;580;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIb9vwrVAAAjSF6?format=jpg&name=orig;;;0
1328203;1328203;136780;28/08/2017 00:42;9,01938E+17;"See our latest update on #Harvey
https://t.co/t2km4DaiO0 https://t.co/N13HifO6uL";"See our latest update on #Harvey
content.govdelivery.com/accounts/LANOL… https://t.co/N13HifO6uL";MitchLandrieu;1;7;8;1;;['Harvey'];https://pbs.twimg.com/media/DIRTyKGVwAEIgt_?format=jpg&name=orig;;;1
3075926;3075926;717241;31/08/2017 16:57;9,03271E+17;RT @TXST_FootballEQ: Our truck is on the way. SMTX??ATX??HOU #HurricaneHarvey #Family #GodBlessTexas https://t.co/x9wSlD5puJ;RT @TXST_FootballEQ: Our truck is on the way. SMTX??ATX??HOU #HurricaneHarvey #Family #GodBlessTexas https://t.co/x9wSlD5puJ;raknation;0;48;0;0;;['HurricaneHarvey', 'Family', 'GodBlessTexas'];https://pbs.twimg.com/media/DIkO19BUQAAva22?format=jpg&name=orig;;;0
1125133;1125133;514362;27/08/2017 19:49;9,01864E+17;"RT @ReaganBattalion: Emergency phone numbers in Houston, please share: 

#HoustonFlood https://t.co/MugRwQU7L5";"RT @ReaganBattalion: Emergency phone numbers in Houston, please share: 

#HoustonFlood https://t.co/MugRwQU7L5";SarahEWelty1;0;341;0;0;;['HoustonFlood'];https://pbs.twimg.com/media/DIPQiNQXgAAhlAT?format=jpg&name=orig;;;1
2013180;2013180;242401;29/08/2017 05:09;9,02367E+17;RT @abc13houston: Rainfall totals in the Houston area could reach 50 inches by the end of the week #HoustonFlood https://t.co/vudqc1E0aZ;RT @abc13houston: Rainfall totals in the Houston area could reach 50 inches by the end of the week #HoustonFlood https://t.co/vudqc1E0aZ;oneadebo;0;244;0;0;;['HoustonFlood'];https://pbs.twimg.com/ext_tw_video_thumb/902363473698578432/pu/img/_fE4W8gjjS-77cpj.jpg;;;1
1025930;1025930;415159;27/08/2017 17:13;9,01825E+17;RT @CallerClow: Response in #Rockport #HurricaneHarvey https://t.co/kDBA6f9th3;RT @CallerClow: Response in #Rockport #HurricaneHarvey https://t.co/kDBA6f9th3;EnLawded;0;26;0;0;;['Rockport', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIPsXH3VoAA0-xe?format=jpg&name=orig;;;0
1979119;1979119;208340;29/08/2017 03:47;9,02347E+17;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;JohnHenryThomas;0;22326;0;0;;['Harvey'];https://pbs.twimg.com/ext_tw_video_thumb/901912174741692416/pu/img/urf9QiRhhF8oDOKP.jpg;;;0
856256;856256;245485;27/08/2017 00:54;9,01579E+17;RT @ScottNoll_KHOU: #HurricaneHarvey flooding in Palacios, TX. Boats thrown around, streets underwater. #KHOU11 https://t.co/A86vQY0oMq;RT @ScottNoll_KHOU: #HurricaneHarvey flooding in Palacios, TX. Boats thrown around, streets underwater. #KHOU11 https://t.co/A86vQY0oMq;bdnsjsvdn;0;48;0;0;;['HurricaneHarvey', 'KHOU11'];https://pbs.twimg.com/media/DIK5BbyUIAA5g_Q?format=jpg&name=orig;;;1
3052638;3052638;693953;31/08/2017 15:19;9,03246E+17;Thank you Mayor @SteveChirico for hosting an event teaching us how to assist #HurricaneHarvey victims. @CharityNav @SalvationArmyUS https://t.co/P2QMpOCAS3;Thank you Mayor @SteveChirico for hosting an event teaching us how to assist #HurricaneHarvey victims. @CharityNav @SalvationArmyUS https://t.co/P2QMpOCAS3;NaperChamber;0;3;10;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIj5OawUMAQHI8_?format=jpg&name=orig;;;0
2528135;2528135;169450;30/08/2017 05:01;9,02728E+17;RT @austintexasgov: Mega shelter to open in Austin #Harvey https://t.co/o0lzwqS5yt;RT @austintexasgov: Mega shelter to open in Austin #Harvey https://t.co/o0lzwqS5yt;drflsantos;0;429;0;0;;['Harvey'];https://pbs.twimg.com/media/DIa9mjNUMAADL0i?format=jpg&name=orig;;;0
1615608;1615608;424185;28/08/2017 15:02;9,02154E+17;RT @GMA: This is how you can help those affected by #Harvey... https://t.co/koRRXhEhwO;RT @GMA: This is how you can help those affected by #Harvey... https://t.co/koRRXhEhwO;monicabandinc;0;89;0;0;;['Harvey'];https://pbs.twimg.com/media/DIUYf3fUEAAzpPx?format=jpg&name=orig;;;0
1727139;1727139;535716;28/08/2017 18:56;9,02213E+17;RT @twinsmom1981: #houstonflood Important numbers! https://t.co/ukIz2xjWVJ;RT @twinsmom1981: #houstonflood Important numbers! https://t.co/ukIz2xjWVJ;ICBennett;0;14;0;0;;['houstonflood'];https://pbs.twimg.com/media/DIPYjdJUMAA_KfL?format=jpg&name=orig;;;1
1719154;1719154;527731;28/08/2017 18:41;9,0221E+17;#Harvey track. @chitakhou https://t.co/h2PtXuZUMR;#Harvey track. @chitakhou https://t.co/h2PtXuZUMR;beckyditchfield;2;3;8;0;;['Harvey'];https://pbs.twimg.com/media/DIVK0d2W4AEPgWm?format=jpg&name=orig;;;1
1075066;1075066;464295;27/08/2017 18:37;9,01846E+17;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;daniseta23;0;12551;0;0;;['HoustonFlood', 'Harvey'];https://pbs.twimg.com/media/DIPGDpPXYAUfz4A?format=jpg&name=orig;;;1
2644888;2644888;286203;30/08/2017 14:03;9,02864E+17;Ya son 30 las personas fallecidas tras el paso de #Harvey. #DespiertaConLoret https://t.co/F1O9163W4x;Ya son 30 las personas fallecidas tras el paso de #Harvey. #DespiertaConLoret https://t.co/F1O9163W4x;CarlosLoret;6;13;30;0;;['Harvey', 'DespiertaConLoret'];https://pbs.twimg.com/media/DIeeWCOVAAAAKtV?format=jpg&name=orig;;;1
1593163;1593163;401740;28/08/2017 13:48;9,02136E+17;RT @UniNoticias: La historia de una de las fotografías más conmovedoras que ha dejado #Harvey. Informa @iliacalderon https://t.co/jTC9EY9F5J;RT @UniNoticias: La historia de una de las fotografías más conmovedoras que ha dejado #Harvey. Informa @iliacalderon https://t.co/jTC9EY9F5J;MarioBrea3;0;35;0;0;;['Harvey'];https://pbs.twimg.com/media/DIUBliRV4AApR_j.jpg;;;0
3212077;3212077;853392;01/09/2017 01:20;9,03397E+17;Please consider and donate shoes for those in need ???? @FleetFeetSports   #hurricaneharvey #shoesforhouston #runchat https://t.co/3SyMFcahMU… https://t.co/dPkh6hD2JF;Please consider and donate shoes for those in need ???? @FleetFeetSports   #hurricaneharvey #shoesforhouston #runchat fleetfeetsports.com/blog/hurricane… https://t.co/dPkh6hD2JF;ROLLRecovery;1;3;7;0;;['hurricaneharvey', 'shoesforhouston', 'runchat'];https://pbs.twimg.com/media/DImC6NFV4AAqAWN?format=jpg&name=orig;;;0
2435591;2435591;76906;30/08/2017 02:06;9,02684E+17;"RT @surfermom77: A photo of a dog toting around a bag of dog food has become a viral sensation. 
#HurricaneHarvey https://t.co/go8imwFN6b";"RT @surfermom77: A photo of a dog toting around a bag of dog food has become a viral sensation. 
#HurricaneHarvey https://t.co/go8imwFN6b";Eugene357;0;103;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIZ6T1bVwAAD2RN?format=jpg&name=orig;;;0
